5.000000,1231.000000,1.000000,1.298000,1.453000,-1.453000,0.003448,2.751000,0.316520,0.400648,0.266957,0.400633,0.229227,-0.072407,5.442834,1.265792,4.590554,3.626625,35969.042306,0.160522,39721.061142,283990693.847257,17.331971,20.067409,15.269035,36.404292,0.393502,1.153976,5.295196,4.084619
5.000000,1231.000000,1.000000,1.304000,1.497000,-1.497000,0.003279,2.801000,0.297502,0.375759,0.251073,0.375744,0.166406,-0.065547,5.962400,1.263046,5.031900,3.983942,35353.083159,0.141202,39647.983060,322122071.884195,19.754820,22.605709,13.695332,32.729137,0.440540,1.126509,5.817769,3.830184
5.000000,1231.000000,1.000000,1.269000,1.526000,-1.526000,0.003470,2.795000,0.318300,0.401773,0.267613,0.401758,0.048768,-0.031662,5.702268,1.262247,4.794219,3.798162,34767.559080,0.161433,39235.981095,330679048.086488,19.966640,19.633362,13.423146,36.334667,0.441244,1.039904,5.109866,4.051172
5.000000,1231.000000,1.000000,1.597000,1.597000,-1.476000,-0.001444,3.073000,0.329245,0.412222,0.278960,0.412219,0.024541,-0.059458,5.724838,1.252021,4.850492,3.874129,36727.411963,0.169926,40671.082139,305234132.837252,14.352077,22.106745,16.324912,35.556909,0.404169,1.319095,5.271799,4.664294
5.000000,1231.000000,1.000000,1.446000,1.519000,-1.519000,-0.002419,2.965000,0.317973,0.402816,0.267990,0.402809,0.230491,0.079351,5.668124,1.266824,4.777129,3.770950,36009.408501,0.162265,40439.864232,338705118.531093,16.915618,20.510322,13.755393,37.444207,0.565244,1.062226,4.932137,4.814854
5.000000,1231.000000,1.000000,1.984000,1.984000,-1.405000,0.002024,3.389000,0.307685,0.392218,0.258784,0.392213,0.444021,0.107093,7.666620,1.274740,6.448158,5.058410,38083.211477,0.153830,42346.233434,342872489.630482,15.248002,17.136954,19.761824,33.910973,0.644223,1.172169,7.834764,4.291091
5.000000,1231.000000,1.000000,1.535000,1.643000,-1.643000,-0.002882,3.178000,0.331138,0.419497,0.278671,0.419487,0.290898,-0.052106,5.895839,1.266835,4.961679,3.916595,33508.676640,0.175980,38819.528400,384124375.025382,26.553479,19.619178,14.551186,28.213421,0.682808,1.092907,5.922996,3.364025
5.000000,1231.000000,1.000000,1.474000,1.474000,-1.405000,0.000402,2.879000,0.292443,0.372871,0.245787,0.372871,0.332264,0.019310,5.997061,1.275022,5.040306,3.953111,33812.464277,0.139029,39615.866690,426134153.163639,21.397429,23.900833,16.375175,27.247784,0.849539,1.237379,5.834315,3.157546
5.000000,1231.000000,1.000000,1.222000,1.271000,-1.271000,-0.003781,2.493000,0.283215,0.355835,0.239491,0.355815,0.073440,-0.032365,5.307097,1.256412,4.487753,3.571881,37454.730275,0.126630,42791.907998,428290570.124261,17.984527,24.022971,21.318706,21.972153,0.892427,1.272980,9.177909,3.358326
5.000000,1231.000000,1.000000,1.336000,1.336000,-1.158000,-0.003200,2.494000,0.277579,0.351010,0.233966,0.350995,0.176887,0.079302,5.710220,1.264540,4.813046,3.806164,36567.597016,0.123218,42387.968367,459550710.804793,21.402081,22.967700,19.253405,22.012070,0.910401,1.372720,9.147923,2.933700
5.000000,1231.000000,1.000000,1.098000,1.240000,-1.240000,0.002043,2.338000,0.266838,0.336800,0.224912,0.336794,0.040619,-0.020122,5.513277,1.262189,4.647009,3.681706,37490.434324,0.113438,43157.953732,457076304.581101,15.917687,26.474661,19.406214,23.269935,1.133542,1.347278,9.293647,3.157035
5.000000,1231.000000,1.000000,1.199000,1.359000,-1.359000,-0.065805,2.558000,0.279201,0.351012,0.235656,0.344789,0.117418,0.075355,5.766891,1.257204,4.867465,3.871660,35086.264016,0.127537,42301.776080,558394336.938928,20.661087,21.163798,17.445336,25.835256,1.485190,1.590226,8.681563,3.137543
5.000000,1231.000000,1.000000,1.182000,1.332000,-1.332000,-0.021646,2.514000,0.295061,0.373824,0.247604,0.373197,0.088172,-0.039626,5.379548,1.266937,4.514316,3.563173,36486.324464,0.140213,42278.569724,456225585.043345,18.129198,25.091032,19.169135,23.992561,1.312176,1.397691,8.052191,2.856018
5.000000,1231.000000,1.000000,1.272000,1.272000,-1.173000,0.023533,2.445000,0.288560,0.362605,0.244613,0.361841,0.041249,-0.029386,5.200058,1.256604,4.408099,3.507946,37243.655636,0.132036,43380.421518,494771085.877315,19.902760,21.188491,20.007796,23.688989,1.565841,1.316497,8.847937,3.481689
5.000000,1231.000000,1.000000,1.413000,1.439000,-1.439000,-0.019386,2.852000,0.282725,0.359571,0.237729,0.359048,0.397358,0.005285,6.053104,1.271807,5.089759,4.001991,37383.070724,0.129654,43453.239977,490690087.719058,19.100970,23.078106,20.536537,22.974220,1.523644,1.540121,8.053921,3.192480
5.000000,1231.000000,1.000000,1.373000,1.373000,-1.146000,0.003109,2.519000,0.279144,0.348846,0.237339,0.348832,0.005957,0.045905,5.784965,1.249698,4.918606,3.935836,38325.722935,0.121669,44534.193199,514433325.412461,18.242956,21.759711,18.424927,25.916607,1.665501,1.784167,8.996275,3.209856
5.000000,1231.000000,1.000000,1.126000,1.408000,-1.408000,-0.010349,2.534000,0.278860,0.349323,0.236321,0.349170,0.035071,-0.020587,5.958000,1.252684,5.049133,4.030652,38225.673057,0.122125,44460.032235,515492385.694332,18.947718,21.657736,20.996180,22.796681,1.379214,1.558273,9.839886,2.824311
5.000000,1231.000000,1.000000,1.451000,1.451000,-1.303000,0.004971,2.754000,0.304316,0.383629,0.257604,0.383596,0.115035,0.045085,5.632678,1.260624,4.768064,3.782304,39382.261880,0.147186,45067.179006,480088072.713853,17.077219,18.009631,22.777164,25.053747,1.282861,1.592626,11.338424,2.868328
5.000000,1231.000000,1.000000,1.555000,1.555000,-1.147000,0.019454,2.702000,0.285080,0.358517,0.241440,0.357989,0.149734,0.118212,6.440523,1.257602,5.454608,4.337307,38418.084692,0.128912,44605.046309,513660924.845193,18.018012,21.426435,20.017753,23.119406,1.576290,1.651546,11.127328,3.063230
5.000000,1231.000000,1.000000,1.475000,1.475000,-1.327000,0.015066,2.802000,0.285430,0.362830,0.239932,0.362517,0.318605,-0.116900,6.147576,1.271170,5.167647,4.065267,39096.710121,0.131868,45469.724823,538943133.253629,19.467164,22.272268,21.274516,21.423450,1.822787,1.473971,9.636553,2.629292
5.000000,1231.000000,1.000000,1.232000,1.232000,-1.199000,-0.003173,2.431000,0.273805,0.345264,0.229623,0.345249,0.019999,-0.003791,5.365325,1.260986,4.499558,3.568286,40326.846248,0.119217,46340.892525,521223791.690275,17.648001,21.285493,24.221342,19.212951,1.769883,1.826428,11.254996,2.780906
5.000000,1231.000000,1.000000,1.258000,1.567000,-1.567000,-0.014582,2.825000,0.279948,0.352417,0.236675,0.352116,0.268359,-0.001378,6.620886,1.258865,5.597459,4.446433,39067.637701,0.124359,44796.020002,480403092.493275,16.761997,23.543394,21.725989,21.566458,1.542656,1.781842,10.132177,2.945487
5.000000,1231.000000,1.000000,1.224000,1.330000,-1.330000,0.022889,2.554000,0.281987,0.352497,0.240486,0.351753,0.127856,0.030679,5.530467,1.250045,4.716528,3.773087,37500.863381,0.124740,43923.609984,522968759.666038,20.807617,21.988377,20.403072,20.687834,1.573558,1.613798,9.742798,3.182945
5.000000,1231.000000,1.000000,1.348000,1.537000,-1.537000,-0.011079,2.885000,0.271743,0.352738,0.225704,0.352564,0.770148,-0.172620,6.809802,1.298056,5.656072,4.357339,36986.061515,0.124546,43618.610077,534614398.631930,21.019140,22.689688,18.560085,21.280114,1.536153,1.653310,9.761636,3.499874
5.000000,1231.000000,1.000000,1.105000,1.289000,-1.289000,-0.016558,2.394000,0.278568,0.352553,0.235170,0.352164,0.223226,-0.070992,5.481138,1.265592,4.627243,3.656188,38978.170579,0.124566,45200.099988,523751257.241172,20.099294,20.438495,22.418892,20.156002,1.565680,1.628078,9.824498,3.869062
5.000000,1231.000000,1.000000,1.217000,1.581000,-1.581000,-0.009550,2.798000,0.280904,0.353566,0.238505,0.353437,0.255952,0.110227,6.628790,1.258671,5.628251,4.471581,37563.536626,0.125097,44078.248844,531872737.274622,20.233835,20.924506,17.874029,25.155154,1.539074,1.582035,9.783384,2.907984
5.000000,1231.000000,1.000000,1.332000,1.479000,-1.479000,-0.002304,2.811000,0.284754,0.355605,0.242192,0.355598,0.079270,0.000890,6.106721,1.248817,5.193966,4.159107,39996.317991,0.126455,45835.440976,501182196.671881,17.056674,21.755827,22.299895,21.847289,1.699053,1.607034,10.541453,3.192775
